,'File' Attachments,Archive,Attendance,Contains_BOF,Date,Edition,Event_Date,Event_Location,Issue,Location,Newspaper,Notes,Organization_Hosting,Persons,Place Published,Price_Event,Record Number,Reference Type,Reporter,Revenue,Short Title,Title,Unique_Reference_Number,Year,MENU,Coordinates
727,"internal-pdf://0719885380/Arizona weekly journal-miner, February 17, 189.pdf",LOC Conundrum Supper,,,"February 17, 1892",,,,,"Prescott, Arizona",Arizona weekly journal-miner,"Contains eBOF; event is also referenced in Feb 24 issue,",,,The Elite Restaurant,,6004.0, Newspaper Article,,,,,,"February 16, 1892",The Cup that Cheers. Women of Grit. Boston Overthrow. Old Humpty Dumpty. Impertinence. Spring Offering. Food of the Spinning Wheel. New England Brains. A Palastable Mixture. Appetizers: What every one Needs. Unruly Members. Labors Stronghold.  Fruit of the Vine. Tabby's Party. What a boy calls his Sweetheart. What mankind has been doing ever since Eve are the Apple. Chips. Dessert: Tramp Cake. Cake Hard to Beat. The Same to all Men.,"[-112.4687616, 34.5399962]"
728,"internal-pdf://1734575194/The herald, February 17, 1893.pdf",LOC Conundrum Supper,,,"February 17, 1893",,,,,"South Pasadena, California",The herald,Contains eBOF; proximity to but not identical event to another CS in an issue on February 25th,,,,,6014.0, Newspaper Article,,,Young People’s Christian Endeavor society,Young People’s Christian Endeavor society,,"February 14, 1893","New England Brains, women of Grit, Gems of the Emerald Isle, Changeable Politician, What Asthmatic People Are, Impertinence, Tabby's Party, Acidulous Bovine or Porcine?, What Most People Need, Boston's Overthrow, Unruly Member, A Young Man's Sweetheart, Pride of the Oven, doubled, Spring's Offering, Fruit of the Vine, Labor's Stronghold, Perpetual Motion, boiled, The Great American Desert, Early Riser, King of the State.","[-118.1478291, 34.1133062]"
729,"internal-pdf://3138376565/The Newtown bee, February 17, 1899.pdf",LOC Conundrum Supper,,,"February 17, 1899",,,,,"Kent, Connecticut",The Newtown bee,Same event is referenced in the issue from February 24,,,Church parlors,,6042.0, Newspaper Article,,,Young Ladies of the Mission circle,Young Ladies of the Mission circle,,"February 17, 1899",,"[-73.4770859, 41.724646]"
730,"internal-pdf://2511712087/Orleans County Monitor, February 17, 1909.pdf",LOC Conundrum Supper,,,"February 17, 1909",,,,,"Barton, Vermont",Orleans County Monitor,,,,Congregational church dining room,,6164.0, Newspaper Article,,,Ladies’ Home Circle,Ladies’ Home Circle,,18-Feb-09,,"[-72.174317559118, 44.74844]"
731,"internal-pdf://2697728844/Bellows Falls Times, February 18, 1892.pdf",LOC Conundrum Supper,,,"February 18, 1892",,,,,"Bellows Falls, Vermont",Bellows Falls Times,,,,,,6373.0, Newspaper Article,,,Y.P.S.C.E.,Y.P.S.C.E.,,"February 16, 1892",,"[-72.444534, 43.134063]"
732,"internal-pdf://1244316433/The daily morning journal and courier, Februar.pdf",LOC Conundrum Supper,,,"February 01, 1897",,,,,"North Haven, Connecticut",The daily morning journal and courier,Same event is referenced in the issue from January 28,,,Linsley’s hall,,6048.0, Newspaper Article,,,Mizpah circle of the King’s Daughters of the Congregational church,Mizpah circle of the King’s Daughters of the Congregational church,,"February 25, 1897",,"[-72.859545, 41.3909305]"
733,"internal-pdf://0655495365/Essex County Herald, February 02, 1894.pdf",LOC Conundrum Supper,,,"February 02, 1894",,,,,"Guildhall, Vermont",Essex County Herald,,,,M.E. Church,,6124.0, Newspaper Article,,,Ladies of the M.E. Church,Ladies of the M.E. Church,,"January 26, 1894",,"[-71.5610294, 44.5651812]"
734,"internal-pdf://1336092621/St. Johnsbury Caledonian, February 18, 1892.pdf",LOC Conundrum Supper,,,"February 18, 1892",,,,,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,Also mentioned February 25.,,,Grange Hall,,6336.0, Newspaper Article,,,The Epworth League,The Epworth League,,"February 18, 1892",,"[-72.0150951, 44.4192249]"
735,"internal-pdf://1982980243/The Scranton Tribune, February 18, 1895.pdf",LOC Conundrum Supper,,,"February 18, 1895",,,,,"Scranton, Pennsylvania",The Scranton Tribune,,,,Methodist Episcopal Church,,5974.0, Newspaper Article,,,Methodist Episcopal Church,Methodist Episcopal Church,,"February 14, 1895",,"[-75.6621294, 41.4086874]"
736,"internal-pdf://2255218361/Herald and News, February 11, 1897.pdf",LOC Conundrum Supper,,,"February 18, 1897",,,,,"West Randolph, Vermont",Herald and News,Also mentioned February 11.,,,,,6359.0, Newspaper Article,,,Ladies’ Aid Society,Ladies’ Aid Society,,"February 10, 1897",,"[-72.666321, 43.925099]"
737,"internal-pdf://1682085271/The Salt Lake Herald, February 17, 1906.pdf",LOC Conundrum Supper,,,"February 18, 1906",,,,,"Salt Lake City, Utah",The Salt Lake Herald,,,,AOUW Hall,,6096.0, Newspaper Article,,,Ladies of the Episcopal Church,Ladies of the Episcopal Church,,17-Feb-06,,"[-111.8904308, 40.7670126]"
738,"internal-pdf://2953234488/Burlington Weekly Free Press, February 18, 190.pdf",LOC Conundrum Supper,,,"February 18, 1909",,,,,"Burlington, Vermont",Burlington Weekly Free Press,,,,Dining rooms of the Congregational Church,,6151.0, Newspaper Article,,,Home Circle,Home Circle,,18-Feb-09,,"[-73.2135472, 44.4762975]"
739,"internal-pdf://1364090032/Deming graphic, February 18, 1910.pdf",LOC Conundrum Supper,,,"February 18, 1910",,,,,"Deming, New Mexico",Deming graphic,Contains eBOF; same event is referenced in the issue from February 11,,,Basement of the new Christian church,,6403.0, Newspaper Article,,,Young people,Young people,,14-Feb-10,"""A woman's pride, a man's delight, he quickly puts it out of sight,"" cake. ""In every land of cross are cresents, a general favorite is this essence,"" Cocoa. ""In many places may be seen the very handy go between,"" sandwich. ""Most delicious is this combination, assured it is without adulteration,"" salad. ""Young lovers all, of every nation ever delight in cupid's ration,"" pickles.","[-107.7581979, 32.2627416]"
740,"internal-pdf://1253207670/South Bend news-times, February 18, 1922.pdf",LOC Conundrum Supper,,,"February 18, 1922",,,,,"South Bend, Indiana",South Bend news-times,,,,"Residence of Mr. and Mrs. Harry Burns, 918 Lawndale av.",,6090.0, Newspaper Article,,,Mr. and Mrs. Harry Burns,Mr. and Mrs. Harry Burns,,16-Feb-22,,"[-86.2500066, 41.6833813]"
741,"internal-pdf://1869470119/The Democratic advocate, February 18, 1893.pdf",LOC Conundrum Supper,,,"February 18, 1893",,,,,"Finksburg, Maryland",The Democratic advocate,,,,Horner’s hall,,6228.0, Newspaper Article,,,Ladies’ Aid society of Mt. Zion,Ladies’ Aid society of Mt. Zion,,"February 23, 1893 AND February 25, 1893",,"[-76.8894232, 39.4928811]"
742,"internal-pdf://0500759460/The Scranton Tribune, January 01, 1894.pdf",LOC Conundrum Supper,,,"January 01, 1894",,,,,"Scranton, Pennsylvania",The Scranton Tribune,,,,Park Place Methodist episcopal church,,5972.0, Newspaper Article,,,Jack Frost,Jack Frost,,"January 01/02, 1894",,"[-75.6621294, 41.4086874]"
743,"internal-pdf://1402961680/Essex County Herald, August 14, 1902.pdf",LOC Conundrum Supper,,,"August 15, 1902",,,,,"Guildhall, Vermont",Essex County Herald,,,,Vestry,,6126.0, Newspaper Article,,,Young Ladies of the Universalist Society,Young Ladies of the Universalist Society,,14-Aug-02,,"[-71.5610294, 44.5651812]"
744,"internal-pdf://2803342344/The Harlowton news, August 05, 1910.pdf",LOC Conundrum Supper,,,"August 05, 1910",,,,,"Harlowton, Montana",The Harlowton news,Contains eBOF; same event is referenced in the issue from August 19,,,M.E. church,,6299.0, Newspaper Article,,,Ladies Mission Circle of Harlowton,Ladies Mission Circle of Harlowton,,12-Aug-10,"What our Grandmothers used to Card 5c, Staff of Life 5c, A Playful Nanny Goat 5c, Condensed Curd 5c, Afterwards 5c, Bathing APPLIANCE BATTER 5c, Impertinence 5c, Most Precious Mineral Mixture 5c, Spring's Offering 5c, Son of Noah 5c, Sidewalk Slippers 5c, ? 5c, Boiled Berry 5c, Boston's Boast 5c.","[-109.835441, 46.434925]"
745,"internal-pdf://4084960726/Burlington Weekly Free Press, January 26, 1893.pdf",LOC Conundrum Supper,,,"January 26, 1893",,,,,"Burlington, Vermont",Burlington Weekly Free Press,Menu included.,,,,,6150.0, Newspaper Article,,,Junior Auxiliary of St Paul’s church,Junior Auxiliary of St Paul’s church,,"January 19, 1893",w. New England brains; 2. delight of the Orient; 3. intoxicated Bovine; 4. what most people need; 5. fruit of the spinning wheel; 6. women of grit; 7. Boston's overthrow; 8. spring's offering; 9. labor's stronghold; 10. what a boy calls his sweetheart; 11. unruly member; 12. fruit of the vine; 13. ?; 14. nerve food; 15. something nice. Key: 1. baked beans; 2. coffee; 3. corned beef; 4. bread; 5. rolls; 6. sandwiches; 7. tea; 8. water; 9. cheese; 10. honey; 11. tongue; 12. pickles; 13. ?; 14. celery; 15. cake.,"[-73.2135472, 44.4762975]"
746,"internal-pdf://2044897757/Daily Arizona silver belt, April 08, 1909.pdf",LOC Conundrum Supper,,,"April 08, 1909",,,,,"Safford, Arizona",Daily Arizona silver belt,Event also mentioned in the April 02nd issue,,,Church,,6006.0, Newspaper Article,,,Ladies of the M.E. church,Ladies of the M.E. church,,7-Apr-09,,"[-109.70758, 32.8339546]"
747,"internal-pdf://1287859999/Las Vegas free press, April 09, 1892.pdf",LOC Conundrum Supper,,,"April 09, 1892",,,,,"Las Vegas, New Mexico",Las Vegas free press,Contains eBOF,,,,,6405.0, Newspaper Article,,,Christian Endeavor society,Christian Endeavor society,,"April 08, 1892","Pride of Boston, brown bread; a woman of grit, sandwich; April blossom, potato salad; I was in the Ark, ham; Plucka flower, picalilli; a young man;s sweetheart, honey; impertinence, sances; prairie flower raised in town, wheat bread; Boston's overthrow, tea; cake hard to beat, marble cake; tramp cake, sponge cake; what some people don't know, beans; fruit of the vine, pickles; what they had in the ark, pears; domestic animals ?, eatsup; a curse and a woman's name, bananas; spring's offering, water; no grounds for complaint, coffee; tree cake, cocoanut; perpetual motion, tongue.","[-105.2238969, 35.5939325]"
748,"internal-pdf://0613058580/Dakota Farmers’ Leader, April 09, 1909.pdf",LOC Conundrum Supper,,,"April 09, 1909",,,,,"Canton, South Dakota",Dakota Farmers’ Leader,,,,,,5983.0, Newspaper Article,,,Philatheas,Philatheas,,2-Apr-09,,"[-96.59282, 43.300815]"
749,"internal-pdf://2550207931/Evening Capital Journal, January 25, 1893.pdf",LOC Conundrum Supper,,,"January 25, 1893",,,,,"Salem, Oregon",Evening Capital Journal,Also mentioned January 24.,,,Presbyterian Church,,5957.0, Newspaper Article,,,,,,"January 25, 1893",,"[-123.033121, 44.9391565]"
750,"internal-pdf://1088590930/The Hope pioneer, April 10, 1891.pdf",LOC Conundrum Supper,,,"April 10, 1891",,,,,"Hope, North Dakota",The Hope pioneer,,,,Devils Lake Inter-Ocean,,6410.0, Newspaper Article,,,Ladies’ Aid society of the Congregational church,Ladies’ Aid society of the Congregational church,,,,"[-97.7223196, 47.3222102]"
751,"internal-pdf://3260985860/Omaha daily bee, April 11, 1891.pdf",LOC Conundrum Supper,,,"April 11, 1891",,,,,"Osceola, Nebraska",Omaha daily bee,,,,M.E. church,,6303.0, Newspaper Article,,,Epworth league,Epworth league,,"April 08, 1891",,"[-97.5473188, 41.1799889]"
752,"internal-pdf://0349517442/Barre Evening Telegram, April 12, 1901.pdf",LOC Conundrum Supper,,,"April 12, 1901",,,,,"Barre, Vermont",Barre Evening Telegram,Also mentioned on April 15.,,,,,6264.0, Newspaper Article,,,Baraca Class of the Baptist Bible School,Baraca Class of the Baptist Bible School,,16-Apr-01,,"[-72.502213, 44.197467]"
753,"internal-pdf://2886756948/The Jackson herald, April 13, 1905.pdf",LOC Conundrum Supper,,,"April 13, 1905",,,,,"Jackson, Missouri",The Jackson herald,,,,,,6292.0, Newspaper Article,,,Ladies’ Aid society of the Oak Ridge Baptist church,Ladies’ Aid society of the Oak Ridge Baptist church,,22-Apr-05,,"[-94.3604862534099, 39.03540865]"
754,"internal-pdf://0945117270/The Barre Daily Times, January 23, 1919.pdf",LOC Conundrum Supper,,,"January 23, 1919",,,,,"Barre, Vermont",The Barre Daily Times,Also mentioned on January 17 and 20.,,,Congregational parlor,,6155.0, Newspaper Article,,,Christian Endeavor Society,Christian Endeavor Society,,22-Jan-19,,"[-72.502213, 44.197467]"
755,"internal-pdf://1354270860/Hot Springs Weekly Star, January 23, 1903.pdf",LOC Conundrum Supper,,,"January 23, 1903",,,,,"Hot Springs, South Dakota",Hot Springs Weekly Star,Menu included.,,,Congregational Church,,5986.0, Newspaper Article,,,Congregational Ladies Aid,Congregational Ladies Aid,,28-Jan-03,"Menu: Paddy's friends - Tramps - Appetites Whetstones. What some people are said not to know. Squeezed curd. Hot greased staff - A group of islands - Chopped California product. The darkies' favorite walk. Bachelor's comfort - or - old maid's delight, with country charm. Fried Holes. Adams stumbling block. Concentrated dampness.","[-103.474363, 43.431646]"
756,"internal-pdf://1630387677/The Barre Daily Times, April 14, 1921.pdf",LOC Conundrum Supper,,,"April 14, 1921",,,,,"Barre, Vermont",The Barre Daily Times,"Mentioned on March 31, and March 30. Was supposed to take place on April 1 but delayed. Menu included on 30 March.",,,Congregational Church,,6370.0, Newspaper Article,,,,,,15-Apr-21,,"[-72.502213, 44.197467]"
757,"internal-pdf://1748349613/Windham County Reformer, April 18, 1904.pdf",LOC Conundrum Supper,,,"April 15, 1904",,,,,"Brattleboro, Vermont",Windham County Reformer,,,,Brattleboro Lodge,,6132.0, Newspaper Article,,,NEOP,NEOP,,18-Apr-04,,"[-72.5578678, 42.8509152]"
758,"internal-pdf://4005446149/The Bemidji pioneer, April 16, 1903.pdf",LOC Conundrum Supper,,,"April 16, 1903",,,,,"Bemidji, Minnesota",The Bemidji pioneer,"Contains eBOF; same event is referenced in The daily pioneer, April 30, 1903",,,,,6281.0, Newspaper Article,,,Modern Samaritans,Modern Samaritans,,1-May-03,"Bill of Fare. Three B's. What asthmetics are. With age comes strenght. Irish relish. A hand mixture. Ivory manipulators. See see. Heavenly manna. Take me, or you will regret it. Intoxicated bovine. My heart was a stone e'er I came to this cell. Antedeluvian ancestor. E Pluribus Unum. Middle of Asiatic river. A bored subject. A letter which burdens. Forbidden fruit and mixed type. A woman of grit. Baked eye windows. Preparation of sour perfection.","[-94.8907869, 47.4785418]"
759,"internal-pdf://3936859992/The Press, January 26, 1899.pdf",LOC Conundrum Supper,,,"January 26, 1899",,,,,"West Stafford, Connecticut",The Press,Same event referenced as the one in the issue from January 19th,,,Vestry,,6062.0, Newspaper Article,,,Christian Endeavor society,Christian Endeavor society,,"January 26, 1899",,"[-72.3550816, 41.970652]"
760,"internal-pdf://0632651476/The Washburn leader, April 16, 1904.pdf",LOC Conundrum Supper,,,"April 16, 1904",,,,,"Washburn, North Dakota",The Washburn leader,,,,M.E. church,,6411.0, Newspaper Article,,,Epworth league of Washburn,Epworth league of Washburn,,23-Apr-04,,"[-101.028968, 47.289671]"
761,"internal-pdf://1374344038/Franklin's paper the statesman, April 16, 1910.pdf",LOC Conundrum Supper,,,"April 16, 1910",,,,,"Denver, Colorado",Franklin’s paper the statesman,Even is also referenced in the April 23rd issue,,,,,6022.0, Newspaper Article,,,Thimble Club,Thimble Club,,29-Apr-10,,"[-104.9848623, 39.7392364]"
762,"internal-pdf://2648102641/Morning appeal, April 17, 1891.pdf",LOC Conundrum Supper,,,"April 17, 1891",,,,,"Carson City, Nevada",Morning appeal,"Same event is referenced in the issues from April 16, April 18, April 19, and April 21",,,Odd Fellow’s hall,,6313.0, Newspaper Article,,,Young People’s Endeavor society of the Presbyterian church,Young People’s Endeavor society of the Presbyterian church,,"April 21, 1891",,"[-119.7665825, 39.1648969]"
763,"internal-pdf://2560843747/The Yakima Herald, January 21, 1903.pdf",LOC Conundrum Supper,,,"January 21, 1903",,,,,"North Yakima, Washington",The Yakima Herald,,,,Woodmen hall,,6424.0, Newspaper Article,,,,,,6-Feb-03,,"[-120.5108421, 46.601557]"
764,"internal-pdf://0552910250/The Anaconda standard, April 17, 1893.pdf",LOC Conundrum Supper,,,"April 17, 1893",,,,,"Anaconda, Montana",The Anaconda standard,,,,New Shoemaker building,,6293.0, Newspaper Article,,,Ladies of the Methodist church,Ladies of the Methodist church,,,,"[-112.942369, 46.128794]"
765,"internal-pdf://3616831737/Morning journal and courier, January 02, 1894.pdf",LOC Conundrum Supper,,,"January 02, 1894",,,,,"Fair Haven, Connecticut",Morning journal and courier,,,,Residence of Mr. and Mrs. Samuel Bishop (95 Grand avenue),,6027.0, Newspaper Article,,,"The W.C.T.U., the Ladies’ Aid Society of the M.E. Church, and St. Ignatius’ Society","The W.C.T.U., the Ladies’ Aid Society of the M.E. Church, and St. Ignatius’ Society",,"January 1, 1894",,"[-72.8956569, 41.3112082]"
766,"internal-pdf://3442649987/The Minneapolis journal, January 21, 1901.pdf",LOC Conundrum Supper,,,"January 21, 1901",,,,,"Minneapolis, Minnesota",The Minneapolis journal,,,,Primary department roome of Gethsemane church,,6265.0, Newspaper Article,,,Woman’s Guild of S.Tomas mission,Woman’s Guild of S.Tomas mission,,22-Jan-01,,"[-93.268217735811, 44.9706705]"
767,"internal-pdf://3692101148/The aegis & intelligencer, April 17, 1896.pdf",LOC Conundrum Supper,,,"April 17, 1896",,,,,"Aberdeen, Maryland",The aegis & intelligencer,Same event is referenced in the issue from April 24,,,Old church building,,6242.0, Newspaper Article,,,Young Ladies of Aberdeen M.E. church,Young Ladies of Aberdeen M.E. church,,"May 05, 1896 AND May 06, 1896",,"[-76.1641197, 39.5095556]"
