id,title,author,publication,date,location,content
DX1901509859,OUR LITTLE FOLKS' OWN PUZZLES,JAMES E. NIVEN,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901509898,OUR LITTLE FOLKS' OWN PUZZLES,LILLA E. POTTER,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"June 1, 1886",London England,
DX1901509945,OUR LITTLE FOLKS' OWN PUZZLES,EVA RUSTON,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901509989,OUR LITTLE FOLKS' OWN PUZZLES,ARCHER CLARK,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901510029,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901510069,OUR LITTLE FOLKS' OWN PUZZLES,JOHN D. HOARE,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901510110,OUR LITTLE FOLKS' OWN PUZZLES,MARIE A. ABRAHAMSON,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901510149,OUR LITTLE FOLKS' OWN PUZZLES,CORDELIA J. FLEMING,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"December 1, 1886",London England,
DX1901510251,Our Little Folks' Own Puzzles,F. GLADYS LUNT,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"February 1, 1896",London England,
DX1901510299,OUR LITTLE FOLKS' OWN PUZZLES,G. A. TUBB,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901510457,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"June 1, 1896",London England,
DX1901510570,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901510616,OUR LITTLE FOLKS' OWN PUZZLES,DOROTHY FISHER,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901510666,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901510758,OUR LITTLE FOLKS' OWN PUZZLES,DOROTHY FALKNER,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"December 1, 1896",London England,
DX1901511439,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"February 1, 1888",London England,
DX1901511484,OUR LITTLE FOLKS' OWN PUZZLES,NELLIE AKERIGG,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"March 1, 1888",London England,
DX1901511532,OUR LITTLE FOLKS' OWN PUZZLES,ANNIE C. BELL,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"April 1, 1888",London England,
DX1901511620,OUR LITTLE FOLKS' OWN PUZZLES,NELLIE GLANVILLE,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"June 1, 1888",London England,
DX1901511678,OUR LITTLE FOLKS' OWN PUZZLES,CLARICE HAWKES,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"July 1, 1888",London England,
DX1901511729,OUR LITTLE FOLKS' OWN PUZZLES,H. S. BRAGG,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"August 1, 1888",London England,
DX1901511777,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"September 1, 1888",London England,
DX1901511830,OUR LITTLE FOLKS' OWN PUZZLES,DORA LIVINGS,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"October 1, 1888",London England,
DX1901511881,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"November 1, 1888",London England,
DX1901511920,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"December 1, 1888",London England,
DX1901511987,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"January 1, 1889",London England,
DX1901512038,OUR LITTLE FOLKS' OWN PUZZLES,MERVYN D. RITSON,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"February 1, 1889",London England,
DX1901512098,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"March 1, 1889",London England,
DX1901512237,OUR LITTLE FOLKS' OWN PUZZLES,RHODA G. HARRISON,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"June 1, 1889",London England,
DX1901512288,OUR LITTLE FOLKS' OWN PUZZLES,J. W. CAMPBELL,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"July 1, 1889",London England,
DX1901512374,OUR LITTLE FOLKS' OWN PUZZLES,NELLIE YATES,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"September 1, 1889",London England,
DX1901512417,OUR LITTLE FOLKS' OWN PUZZLES,MARGARET A. CAUSTON,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"October 1, 1889",London England,
DX1901512503,OUR LITTLE FOLKS' OWN PUZZLES,ROSIE HORLEY,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"December 1, 1889",London England,
DX1901513341,OUR LITTLE FOLKS' OWN PUZZLES,M. BARBARA GOOCH,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901513382,OUR LITTLE FOLKS' OWN PUZZLES,BESSIE G. HANNUM,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901513470,OUR LITTLE FOLKS' OWN PUZZLES,LOTTIE G. DOWNARD,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901513509,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901513560,OUR LITTLE FOLKS' OWN PUZZLES,WINIFRED MEDWIN,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901513606,OUR LITTLE FOLKS' OWN PUZZLES,GERTRUDE' J. POOLER,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901513652,OUR LITTLE FOLKS' OWN PUZZLES,IDA BURNBLUM,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901513699,OUR LITTLE FOLKS' OWN PUZZLES,DORA L. GFORGE,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901513740,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901513777,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901513820,OUR LITTLE FOLKS' OWN PUZZLES,EMILY RASHLEIGH,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901513865,OUR LITTLE FOLKS' OWN PUZZLES,MABEL B. GOOCH,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901513960,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901514007,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901514045,OUR LITTLE FOLKS' OWN PUZZLES,G. WINIFRED MACANDREW,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901514141,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901514184,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901514228,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901514273,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901514312,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901514362,OUR LITTLE FOLKS' OWN PUZZLES,WINNIE TALLON,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901514406,OUR LITTLE FOLKS' OWN PUZZLES,GWYNEDD HUDSON,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901514454,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901514541,OUR LITTLE FOLKS' OWN PUZZLES,JEANIE M. HUTCHINSON,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901514579,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901514630,OUR LITTLE FOLKS' OWN PUZZLES,MARIAN COOK,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901514679,OUR LITTLE FOLKS' OWN PUZZLES,ROSAMOND S. FELLOWES,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901514727,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901514775,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901514823,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901514871,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901515060,OUR LITTLE FOLKS' OWN PUZZLES,DOROTHY FALKNER,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901515105,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901515152,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901515196,OUR LITTLE FOLKS' OWN PUZZLES,FLOSSIE NORDON,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"June 1, 1898",London England,
DX1901515251,OUR LITTLE FOLKS' OWN PUZZLES,ELSIE SULIVAN,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901515308,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901515355,OUR LITTLE FOLKS' OWN PUZZLES,VERA LOWNDES,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901515413,OUR LITTLE FOLKS' OWN PUZZLES,MAUD TAVENER,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901515463,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901515497,OUR LITTLE FOLKS' OWN PUZZLES,LU DUNN,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"December 1, 1898",London England,
DX1901515554,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901515602,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901515658,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901515708,OUR LITTLE FOLKS' OWN PUZZLES,E. G. HOLDEN,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901515761,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901515811,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901515858,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901515899,OUR LITTLE FOLKS' OWN PUZZLES,MURIEL DURLACHER,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901515950,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901516002,Our Little Folks' Own Puzzles,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901516004,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901516050,OUR LITTLE FOLKS' OWN PUZZLES,CICELY JOAN BACON,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901516087,OUR LITTLE FOLKS' OWN PUZZLES,JACK ATKINSON,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901516133,OUR LITTLE FOLKS' OWN PUZZLES,CECIL A. ST. G. MOOPE,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901516175,OUR LITTLE FOLKS' OWN PUZZLES,NELLIE MALAHER,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901516265,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901516481,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901516522,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901516563,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901516690,OUR LITTLE FOLKS' OWN PUZZLES,N. A. BONAVIA HUNT,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901516734,OUR LITTLE FOLKS' OWN PUZZLES,HAROLD SKELHORN,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901516781,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901516823,OUR LITTLE FOLKS' OWN PUZZLES,NUNO DREXEL GARDIM,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901516860,OUR LITTLE FOLKS' OWN PUZZLES,J. W. HAMER,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"June 1, 1895",London England,
DX1901516987,OUR LITTLE FOLKS' OWN PUZZLES,MARGARET PLIGUINE,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901517109,OUR LITTLE FOLKS' OWN PUZZLES,ADRIENNE KEULIMANS,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901517148,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"December 1, 1895",London England,
DX1901517251,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901517306,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901517524,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901517664,OUR LITTLE FOLKS' OWN PUZZLES,MABEL HILLIER,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901517766,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,n.d.,London England,
DX1901517828,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,1-Jan-00,London England,
DX1901517901,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,1-Feb-00,London England,
DX1901517953,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,1-Mar-00,London England,
DX1901518017,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,1-Apr-00,London England,
DX1901518076,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,1-May-00,London England,
DX1901518197,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,1-Jul-00,London England,
DX1901518302,OUR LITTLE FOLKS' OWN PUZZLES,ELSIE SHARDLOW,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,1-Sep-00,London England,
DX1901518410,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,1-Nov-00,London England,
DX1901518453,OUR LITTLE FOLKS' OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,1-Dec-00,London England,
DX1901507699,OUR LITTLE FOLKS'S OWN PUZZLES,ELSIE S. MEAD,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"January 1, 1885",London England,
DX1901512331,OUR LITTLE FOLKS'S OWN PUZZLES,,Little Folks: The Magazine for Boys and Girls; a Magazine for the Young,"August 1, 1889",London England,
DX1901496964,OUR NUTS TO CRACK COMPETITIONS,,Kind Words for Boys and Girls,"November 1, 1872",London England,
DX1901498663,OUR NUTS TO CRACK COMPETITIONS,,Kind Words for Boys and Girls,"December 1, 1871",London England,
DX1901497002,OUR NUTS TO CRACK,WM. H. DODSON,Kind Words for Boys and Girls,"January 1, 1873",London England,
DX1901497194,OUR NUTS TO CRACK,SARAH HERMAN,Kind Words for Boys and Girls,"October 1, 1873",London England,
DX1901498558,OUR PRIZE AWARDS,,Kind Words for Boys and Girls,"August 1, 1871",London England,
