,Unnamed: 0,Archive,Attendance,Contains_BOF,Newspaper Issue Date,Event_Date,Event_Location,Location,Newspaper,Notes,Organization_Hosting,Persons,Price_Event,Revenue,Unique_Reference_Number,MENU,Coordinates,Unnamed: 0.1,Date2,Library,Citation,File_Name
758,758.0,LOC Conundrum Supper,,,"April 16, 1903",,,"Bemidji, Minnesota",The Bemidji pioneer,"Contains eBOF; same event is referenced in The daily pioneer, April 30, 1903",Christian Endeavor society,,,,,"Bill of Fare. Three B's. What asthmetics are. With age comes strenght. Irish relish. A hand mixture. Ivory manipulators. See see. Heavenly manna. Take me, or you will regret it. Intoxicated bovine. My heart was a stone e'er I came to this cell. Antedeluvian ancestor. E Pluribus Unum. Middle of Asiatic river. A bored subject. A letter which burdens. Forbidden fruit and mixed type. A woman of grit. Baked eye windows. Preparation of sour perfection.","[-94.8907869, 47.4785418]",,,,,"The Bemidji pioneer April 16, 1903"
759,759.0,LOC Conundrum Supper,,,"January 26, 1899",,Vestry,"West Stafford, Connecticut",The Press,Same event referenced as the one in the issue from January 19th,Epworth league of Washburn,,,,,,"[-72.3550816, 41.970652]",,,,,"The Press January 26, 1899"
760,760.0,LOC Conundrum Supper,,,"April 16, 1904",,M.E. church,"Washburn, North Dakota",The Washburn leader,,Thimble Club,,,,,,"[-101.028968, 47.289671]",,,,,"The Washburn leader April 16, 1904"
761,761.0,LOC Conundrum Supper,,,"April 16, 1910",,,"Denver, Colorado",Franklin’s paper the statesman,Even is also referenced in the April 23rd issue,Young People’s Endeavor society of the Presbyterian church,,,,,,"[-104.9848623, 39.7392364]",,,,,"Franklin’s paper the statesman April 16, 1910"
762,762.0,LOC Conundrum Supper,,,"April 17, 1891",,Odd Fellow’s hall,"Carson City, Nevada",Morning appeal,"Same event is referenced in the issues from April 16, April 18, April 19, and April 21",,,,,,,"[-119.7665825, 39.1648969]",,,,,"Morning appeal April 17, 1891"
763,763.0,LOC Conundrum Supper,,,"January 21, 1903",,Woodmen hall,"North Yakima, Washington",The Yakima Herald,,Ladies of the Methodist church,,,,,,"[-120.5108421, 46.601557]",,,,,"The Yakima Herald January 21, 1903"
764,764.0,LOC Conundrum Supper,,,"April 17, 1893",,New Shoemaker building,"Anaconda, Montana",The Anaconda standard,,"The W.C.T.U., the Ladies’ Aid Society of the M.E. Church, and St. Ignatius’ Society",,,,,,"[-112.942369, 46.128794]",,,,,"The Anaconda standard April 17, 1893"
765,765.0,LOC Conundrum Supper,,,"January 02, 1894",,Residence of Mr. and Mrs. Samuel Bishop (95 Grand avenue),"Fair Haven, Connecticut",Morning journal and courier,,Woman’s Guild of S.Tomas mission,,,,,,"[-72.8956569, 41.3112082]",,,,,"Morning journal and courier January 02, 1894"
766,766.0,LOC Conundrum Supper,,,"January 21, 1901",,Primary department roome of Gethsemane church,"Minneapolis, Minnesota",The Minneapolis journal,,Young Ladies of Aberdeen M.E. church,,,,,,"[-93.268217735811, 44.9706705]",,,,,"The Minneapolis journal January 21, 1901"
767,767.0,LOC Conundrum Supper,,,"April 17, 1896",,Old church building,"Aberdeen, Maryland",The aegis & intelligencer,Same event is referenced in the issue from April 24,North Park Avenue Chapter of the St Petere’s P. E. Church,,,,,,"[-76.1641197, 39.5095556]",,,,,"The aegis & intelligencer April 17, 1896"
768,768.0,LOC Conundrum Supper,,,"January 21, 1899",,Residence of Mr. Thomas Townsends,"Norfolk, Virginia",Virginian-Pilot,Mentioned also on January 25.,Congregational Ladies Aid,,,,,,"[-76.2929252, 36.8462923]",,,,,"Virginian-Pilot January 21, 1899"
769,769.0,LOC Conundrum Supper,,,"April 18, 1900",,,"Redwood Falls, Minnesota",The Redwood gazette,,Christian Endeavor Society,,,,,,"[-95.1164478, 44.5393721]",,,,,"The Redwood gazette April 18, 1900"
770,770.0,LOC Conundrum Supper,,,"January 20, 1897",,Cheney’s hall,"Montpellier, Vermont",The Vermont Watchman,,,,,,,,"[4.06693593217449, 43.5622204]",,,,,"The Vermont Watchman January 20, 1897"
771,771.0,LOC Conundrum Supper,,,"January 20, 1894",,"First Baptist church, Hoboken","Jersey City, New Jersey",The Jersey City news,Contains eBOF; same event is referenced in the issue from January 19,Ladies of the St. James’ Guild,,,,,"Ancient mariner, ham; group of islands, sandwiches; what papa won't buy me, sausage; women's weapon, tongue; elevated feline, cats-up; unpopular persons, beats; Boston's overthrow, tea; no grounds for complaint, coffee; the unknown quantity, coffee; the skipper's home, cheese; backbone of history, dates.","[-74.0776417, 40.7281575]",,,,,"The Jersey City news January 20, 1894"
772,772.0,LOC Conundrum Supper,,,"January 20, 1893",,Lodge and Beanmout’s hall,"Helena, Montana",The Helena independent,,Epworth League of the Swedish M.E. Church,,,,,,"[-112.036109, 46.592712]",,,,,"The Helena independent January 20, 1893"
773,773.0,LOC Conundrum Supper,,,"April 18, 1912",,Church Parlors,"Tacoma, Washington",The Tacoma Times,,Mrs. Passage,,,,,,"[-122.4398746, 47.2495798]",,,,,"The Tacoma Times April 18, 1912"
774,774.0,LOC Conundrum Supper,,,"April 19, 1891",,Congregational chapel,"St. Anthony Park, Minnesota",St. Paul daily globe,,The Ladies’ Auxiliary of the Bruton Episcopal Church,,,,,,"[-93.2551349747224, 44.9939595]",,,,,"St. Paul daily globe April 19, 1891"
775,775.0,LOC Conundrum Supper,,,"January 22, 1899",,,"Norfolk, Virginia",Virginian-Pilot,Also mentioned on January 24.,Young Ladies of the Junior Aid society of the Presbyterian Church,,,,,,"[-76.2929252, 36.8462923]",,,,,"Virginian-Pilot January 22, 1899"
776,776.0,LOC Conundrum Supper,,,"January 18, 1913",,Mason’s Palace of Sweets,"Snow Hill, Maryland",Democratic messenger,,The Ladies’ Aid Society of the M.E. Church,,,,,,"[-75.3926959, 38.1770634]",,,,,"Democratic messenger January 18, 1913"
777,777.0,LOC Conundrum Supper,,,"April 08, 1897",,Lecture room of the church,"Kingwood, West Virginia",West Virginia Argus,,Epworth league of the Clark Memorial Methodist church,,,,,,"[-79.6833884, 39.4717557]",,,,,"West Virginia Argus April 08, 1897"
778,778.0,LOC Conundrum Supper,,,"January 27, 1899",,Church on Pleasant street,"Deering, Maine",The Portland daily press,,The Ladies Aid Society of the M.E. Church,,,,,,"[-70.295893, 43.6716363]",,,,,"The Portland daily press January 27, 1899"
779,779.0,LOC Conundrum Supper,,,"June 02, 1915",,,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,Ladies of Presybyterian Churvh,,,,,,"[-72.0150951, 44.4192249]",,,,,"St. Johnsbury Caledonian June 02, 1915"
780,780.0,LOC Conundrum Supper,,,"April 01, 1897",,Residence of Mrs. M.E. Loose,"Napoleon, Ohio",Democratic Northwest and Henry County News,,Officers of the Ladies Circle,,,,,,"[-84.1252243, 41.3922726]",,,,,"Democratic Northwest and Henry County News April 01, 1897"
781,781.0,LOC Conundrum Supper,,,"April 01, 1898",,Methodist vestry,"Bridgton, Maine",The Portland daily press,,Presbyterian Church,,,,,,"[-70.713501, 44.055025]",,,,,"The Portland daily press April 01, 1898"
782,782.0,LOC Conundrum Supper,,,"July 29, 1914",,Lawn of the Presbyterian Church,"Pickens Court House, South Carolina",Keowee Courier,,Ladies of the Red Cross society,,,,,,"[-80.372579, 33.929769]",,,,,"Keowee Courier July 29, 1914"
783,783.0,LOC Conundrum Supper,,,"July 29, 1898",,Super room,"Ventura, California",The herald,Event is also referenced in the issue from July 24,IOGT,,,,,,"[-119.295171010504, 34.343649]",,,,,"The herald July 29, 1898"
784,784.0,LOC Conundrum Supper,,,"April 01, 1903",,Valley Lodge,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,Epworth League,,,,,,"[-72.0150951, 44.4192249]",,,,,"St. Johnsbury Caledonian April 01, 1903"
785,785.0,LOC Conundrum Supper,,,"April 01, 1903",,Church Parlors,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,Young People’s Society of the Presbyterian Church,,,,,,"[-72.0150951, 44.4192249]",,,,,"St. Johnsbury Caledonian April 01, 1903"
786,786.0,LOC Conundrum Supper,,,"July 26, 1894",,Home of Mrs. W. S. Bloes,"Scranton, Pennsylvania",The Scranton Tribune,,,,,,,,"[-75.6621294, 41.4086874]",,,,,"The Scranton Tribune July 26, 1894"
787,787.0,LOC Conundrum Supper,,,"July 21, 1898",,,"Hope, North Dakota",The Hope pioneer,Same event is referenced in the issue from July 28,Improvement Society,,,,,,"[-97.7223196, 47.3222102]",,,,,"The Hope pioneer July 21, 1898"
788,788.0,LOC Conundrum Supper,,,"July 16, 1914",,,"Searsmont, Maine",The Republican journal,,Endeavor society,,,,,,"[-69.1950411, 44.3617419]",,,,,"The Republican journal July 16, 1914"
789,789.0,LOC Conundrum Supper,,,"April 01, 1909",,,"East Canaan, Connecticut",Connecticut western news,Contains eBOF.,,,,,,"Boston's favorite; spring's offering; a near relative of Noah; Jack Horner's lunch; a temptation of old, etc.","[-73.2837269, 42.0134264]",,,,,"Connecticut western news April 01, 1909"
790,790.0,LOC Conundrum Supper,,,"July 14, 1922",,"Friends schoolhouse, Fallston","Bel Air, Maryland",The aegis & intelligencer,,,,,,, ,"[-76.3490396, 39.5355063]",,,,,"The aegis & intelligencer July 14, 1922"
791,791.0,LOC Conundrum Supper,,,"April 02, 1891",,,"Hurley, South Dakota",Turner County Herald,Also mentioned April 09.,Ladies’ Aid society of the M.E. church,,,,,,"[-97.08922, 43.28304]",,,,,"Turner County Herald April 02, 1891"
792,792.0,LOC Conundrum Supper,,,"April 02, 1909",,Church opposite the Jones Hotel,"Safford, Arizona",Graham guardian,Event is also referenced in the April 9 and April 23 issues,Grand Street Methodist church,,,,,,"[-109.70758, 32.8339546]",,,,,"Graham guardian April 02, 1909"
793,793.0,LOC Conundrum Supper,,,"January 27, 1895",,,"Helena, Montana",The Anaconda standard,,Ebenezer M.E. choir,,,,,,"[-112.036109, 46.592712]",,,,,"The Anaconda standard January 27, 1895"
794,794.0,LOC Conundrum Supper,,,"July 12, 1902",,"Residence of A.L. Gifford, College Green","Theodore, Maryland",The Cecil Whig,,Epworth League of the M. E. Church,,,,,,"[-76.009947, 39.6387234]",,,,,"The Cecil Whig July 12, 1902"
795,795.0,LOC Conundrum Supper,,,"April 03, 1891",,WCTU Hall,"Albany, Oregon",The State Rights Democrat,Menu included. Mentioned in two places in the newspaper issue.,,,,,,"1. Chinese LaGrippe, 5c. 2. Boston's Overthrow, 5c. 3. A Group of Islands, 5c. 4. A Woman's Weapon, 5c. 5. Preserved in the Ark, 2c. 6. Lubricated Staff, 3c. 7. Acids ?, 1c. 8. Cool Impudence, 1c. 9. A Porous Marine Substance, 5c. 10. Syrup Preserved, 1c. 11. Original Package, 5c. 12. The Best Thing in the World, 10c. 13. Coal Cup, 2c. 14. Dentistics, Gratis.","[-123.1059324, 44.6365071]",,,,,"The State Rights Democrat April 03, 1891"
796,796.0,LOC Conundrum Supper,,,"April 03, 1901",,,"Reynoldsville, Pennsylvania",The Star,,Ladies’ Aid society of the Spring Hill Baptist church,,,,,,"[-78.8886436, 41.0970071]",,,,,"The Star April 03, 1901"
797,797.0,LOC Conundrum Supper,,,"April 03, 1902",,Church vestry,"Mansfield, Connecticut",The Press,"Despite proximity to April 05 issue reference, they seem to be different events",Larkin Club,,,,,,"[-72.2148133, 41.7754814]",,,,,"The Press April 03, 1902"
798,798.0,LOC Conundrum Supper,,,"January 31, 1918",,Home of Mrs. Farnum,"Brattleboro, Vermont",The Brattleboro Daily Reformer,,,,,,,,"[-72.5578678, 42.8509152]",,,,,"The Brattleboro Daily Reformer January 31, 1918"
799,799.0,LOC Conundrum Supper,,,"April 04, 1901",,,"West Randolph, Vermont",Herald and News,,Congregation of the Park Reformed Church,,,,,,"[-72.666321, 43.925099]",,,,,"Herald and News April 04, 1901"
800,800.0,LOC Conundrum Supper,,,"April 05, 1893",,Church basement,"Jersey City, New Jersey",The Jersey City news,Contains eBOF; same event is referenced in the issue from April 1,"Thomas G. Stevenson Corps, 63 Roxbury",,,,,"Some of the menu conundrums were ""The Lay of the Last Minstrel"" which meant devitled eggs; ""A Group of Islands"" if called for brought sandwiches; ""The Staff of Life"" was easily guessed; ""An Ancient Sacrifice"" was the name for lamb, and ""Elevated Feline"" referred to catsup. Pork and beans were on the menu as ""Yankee Conglomeration"" and pickles were designated as ""The fruit of the Vine"".","[-74.0776417, 40.7281575]",,,,,"The Jersey City news April 05, 1893"
801,801.0,LOC Conundrum Supper,,,"April 06, 1893",,G.A.R. Hall,Washington D.C.,The National tribune,,The Baptist Young People,,,,,,"[-77.0365625, 38.8950092]",,,,,"The National tribune April 06, 1893"
802,802.0,LOC Conundrum Supper,,,"January 29, 1892",,Baptist Church,"Madison, South Dakota",The Madison Daily Leader,,Ladies of the Cathedral Guild,,,,,,"[-97.11395, 44.006085]",,,,,"The Madison Daily Leader January 29, 1892"
803,803.0,LOC Conundrum Supper,,,"January 28, 1899",,Guild hall,"Topeka, Kansas",The Topeka state journal,Same event is referenced in the issue from February 08,Woman’s Auxiliary of the Episcopal Church,,,,,,"[-95.677556, 39.049011]",,,,,"The Topeka state journal January 28, 1899"
804,804.0,LOC Conundrum Supper,,,"January 28, 1899",,Courthouse,"Williamsburg, Virginia",Virginia Gazette,,,,,,,,"[-76.7074042, 37.2708788]",,,,,"Virginia Gazette January 28, 1899"
805,805.0,LOC Conundrum Supper,,,"April 06, 1910",,P. O. S. of A. Hall,"Honesdale, Pennsylvania",The Citizen,,,,,,,,"[-75.2587871, 41.5767552]",,,,,"The Citizen April 06, 1910"
806,806.0,LOC Conundrum Supper,,,"January 27, 1901",,Academy Hall,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,YPSCE,,,,,,"[-72.0150951, 44.4192249]",,,,,"St. Johnsbury Caledonian January 27, 1901"
807,807.0,LOC Conundrum Supper,,,"April 07, 1892",,Town Hall,"Burlington, Vermont",Burlington Weekly Free Press,,,,,,,,"[-73.2135472, 44.4762975]",,,,,"Burlington Weekly Free Press April 07, 1892"
808,808.0,LOC Conundrum Supper,,,"April 07, 1906",,Home of Mr. and Mrs. Charles,"Accomac, Virginia",Peninsula Enterprise,,Ebenezer M.E. choir,,,,,,"[-75.6654845, 37.7195742]",,,,,"Peninsula Enterprise April 07, 1906"
809,809.0,LOC Conundrum Supper,,,"July 11, 1902",,"Residence of A.L. Gilford, College Green","Farmington, Maryland",The midland journal,Same event is referenced twice in the same issue and in the issue from July 18,Ladies of the First Baptist Church,,,,,,"[-76.0321698, 39.6787216]",,,,,"The midland journal July 11, 1902"
810,810.0,LOC Conundrum Supper,,,"April 19, 1894",,Chapel,"Indianapolis, Indiana",The Indianapolis journal,"CS menu and event used the letter “C” for everything, all the dish names, the menu shape and even the “resolution” quoted in the article.",Harmony Sunday-school,,,,,,"[-86.1583502, 39.7683331]",,,,,"The Indianapolis journal April 19, 1894"
811,811.0,LOC Conundrum Supper,,,"January 21, 1902",,McNeel school house,"North Platte, Nebraska",The North Platte semi-weekly tribune,,Ladies’ Aid society,,,,,,"[-100.7654232, 41.1238873]",,,,,"The North Platte semi-weekly tribune January 21, 1902"
812,812.0,LOC Conundrum Supper,,,"February 10, 1906",,Residence of Rev. Mr. Wadman,"Honolulu, Hawaii",Evening bulletin,,St. James’ Episcopal church,,,,,,"[-157.8556764, 21.304547]",,,,,"Evening bulletin February 10, 1906"
813,813.0,LOC Conundrum Supper,,,"January 10, 1892",,Residence of Mr. and Mrs. N.N. McFarren,"St. Paul, Minnesota",St. Paul daily globe,,Ladies’ Aid society,,,,,,"[-93.1015026, 44.9504037]",,,,,"St. Paul daily globe January 10, 1892"
814,814.0,LOC Conundrum Supper,,,"April 29, 1892",,Lecture room of the First Reformed Church,"Jersey City, New Jersey",The Jersey City news,,The Ladies’ Aid Society,,,,,,"[-74.0776417, 40.7281575]",,,,,"The Jersey City news April 29, 1892"
815,815.0,LOC Conundrum Supper,,,"January 05, 1883",,,"Brattleboro, Vermont",Vermont Phoenix,,Ladies of the Baptist Aid Society,,,,,,"[-72.5578678, 42.8509152]",,,,,"Vermont Phoenix January 05, 1883"
816,816.0,LOC Conundrum Supper,,,"April 29, 1891",,Basement of the church,"Columbus, Ohio",The Entreprise,,Ladies’ Aid Society,,,,,,"[-83.0007065, 39.9622601]",,,,,"The Entreprise April 29, 1891"
817,817.0,LOC Conundrum Supper,,,"April 23, 1903",,Leslie M. E. Church,"Salem, Oregon",The Daily Journal,Menu included. Also mentioned on April 20.,The Ladies Aid Society of the First Baptist Church,,,,,1. What some people don't know. 2. Nature's food. 3. Woman's weapon. 4. Scene in Bermuda. 5. Aristocratic kindling. 6. Bachelor's comfort. 7. Old maid's solace. 8. Spring's offering. 9. Elevated feline. 10. Food for the spinning wheel. 11. Deer in winter. 12. Fruit of the vine. 13. Sweet morsel. 14. Greased staff. 15. Skipper's home. 16. Islands of the sea.,"[-123.033121, 44.9391565]",,,,,"The Daily Journal April 23, 1903"
818,818.0,LOC Conundrum Supper,,,"January 12, 1901",,First Baptist Church,"Scranton, Pennsylvania",The Scranton Tribune,,Ladies’ Aid society of the Congregational church,,,,,,"[-75.6621294, 41.4086874]",,,,,"The Scranton Tribune January 12, 1901"
819,819.0,LOC Conundrum Supper,,,"January 05, 1899",,Vestry,"Staffordville, Connecticut",The Press,Same event referenced as the issue from January 12th,Mrs. Dr. Stewart and Mrs. H.E. Wilson,,,,,,"[-72.25869, 41.9939848]",,,,,"The Press January 05, 1899"
820,820.0,LOC Conundrum Supper,,,"January 05, 1909",,Residence of Mrs. Stewart,"South Paris, Maine",Oxford Democrat,Contains eBOF,Ladies of the Presbyterian Church,,,,,"Bivalves Neatled, Dough Baked, Seneca Special, Excelsior with Jacket, Stalks of Kalamazoo, Lovers' Test, Cream Churned, Curd Pressed, Arabian Nectar and Bossy's Best, Cherub's Diet, Nature's Food, Squirrel's Dependence, Sweet Compound.","[-70.5133929, 44.223681]",,,,,"Oxford Democrat January 05, 1909"
